features,class
"[-3.5233313e+02  1.7583760e+02 -1.1148069e+02  1.3345281e+01
  3.2131676e+01 -5.2038891e+01 -1.5786862e+01 -3.8824608e+01
 -5.5343132e+01  1.1196048e+01 -1.7315891e+01 -4.7920212e+01
  5.4114408e+00 -4.5554094e+00 -2.7977215e+01 -2.7006352e+00
 -1.3085569e+01 -1.8948797e+01 -2.3854525e+00 -1.5656644e+01
 -1.4211993e+01 -3.8917744e+00 -1.4540239e+01 -3.3366401e+00
  1.3231462e+00 -1.5546007e+01 -2.3803051e+00  4.5606394e+00
 -1.1818087e+01 -2.5061092e+00  6.4230170e+00 -2.2580304e+00
 -1.0627153e+00 -3.4228325e+00 -6.3497424e+00 -1.2187116e+00
 -6.7228632e+00 -6.6319656e+00  2.2917874e+00 -8.8417508e-02]",Number_7
"[-3.4179196e+02  1.7762872e+02 -1.1228915e+02  1.3896946e+01
  2.8520224e+01 -5.2114201e+01 -1.3202389e+01 -3.9798618e+01
 -5.7627644e+01  1.4033199e+01 -1.2536297e+01 -4.5313160e+01
  4.0806422e+00 -8.1466274e+00 -2.7355621e+01 -1.8881880e-01
 -1.4276918e+01 -1.9036835e+01 -1.3920466e-03 -1.5187300e+01
 -1.3905071e+01 -5.5207877e+00 -2.0852369e+01 -6.1986642e+00
  2.3329000e+00 -1.8440842e+01 -4.0841961e+00  8.6402855e+00
 -1.0257258e+01 -6.5735188e+00  2.7970107e+00 -2.9383004e+00
 -1.4088935e+00 -5.3896489e+00 -8.7083759e+00 -2.9736063e+00
 -7.2906461e+00 -3.3156924e+00  8.3827858e+00  4.8540611e+00]",Number_7
"[-350.46283    155.15523    -96.22106     15.433087    26.85487
  -45.048416   -11.776315   -38.731903   -51.92703     11.717521
  -17.623882   -46.789173     2.6107275   -6.9547257  -26.264582
   -2.5696602  -13.283051   -16.955732    -1.6154827  -15.46234
  -12.998438    -4.7244463  -17.761885    -4.226754     3.0160012
  -16.17613     -4.1663136    7.1696773   -8.272996    -4.2305684
    3.589849    -2.5536425   -2.4251578   -5.639381    -7.573768
   -3.8133547   -9.6736      -6.850968     3.9023588    3.5627306]",Number_7
"[-352.65134    169.9762     -94.11495     11.585904    27.964214
  -43.148182   -17.35997    -41.072865   -51.02304     10.730275
  -16.03803    -43.575993     2.213728    -7.432865   -24.67665
   -0.6285786  -11.01568    -16.519455    -3.408046   -16.075771
  -13.267498    -6.831045   -19.117682    -3.5226135    3.4902325
  -17.070185    -5.492602     6.510258    -8.372226    -3.8900673
    3.9864626   -3.598914    -4.797863    -7.8628917   -9.415811
   -3.9704313   -6.621796    -2.4457211    7.177634     4.184289 ]",Number_7
"[-372.60934     159.78737     -99.541016     16.62913      34.03536
  -45.464535    -12.779672    -32.45004     -48.565323     11.896436
  -14.127113    -43.776947      4.542372     -4.8208756   -27.1076
   -3.7063322   -13.706052    -18.754053     -1.9638785   -15.169589
  -12.782157     -0.87632936  -15.900688     -8.79065       0.48606053
  -16.173878     -6.5356827     6.7767577    -6.952458     -4.960139
    4.2331004    -0.98811144   -3.8024406    -7.017765     -5.4842167
   -0.45214912  -10.442128    -12.496773     -1.4356527    -2.4009507 ]",Number_7
"[-3.7989624e+02  1.7989238e+02 -1.0087063e+02  1.2431470e+01
  3.1885376e+01 -4.4010540e+01 -1.3705583e+01 -3.4646374e+01
 -4.9229527e+01  1.1343295e+01 -1.4628244e+01 -4.2795914e+01
  4.6896958e+00 -6.1793957e+00 -2.9086195e+01 -6.5706596e+00
 -1.5913135e+01 -1.9987410e+01 -3.2906959e+00 -1.5617218e+01
 -1.5192134e+01 -6.3887391e+00 -1.7540613e+01 -6.5553322e+00
  5.6495842e-02 -1.5509277e+01 -2.4159398e+00  6.0595737e+00
 -1.1979028e+01 -6.4588213e+00  3.9474089e+00 -4.0820675e+00
 -4.9807777e+00 -4.0363145e+00 -4.2626944e+00 -2.3252120e+00
 -8.1061373e+00 -4.3323612e+00  7.1046658e+00  8.5528049e+00]",Number_7
"[-3.7818060e+02  1.4879857e+02 -7.1245720e+01  9.9715014e+00
  2.5588722e+01 -3.4847324e+01 -1.5483337e+01 -3.7850224e+01
 -4.7869442e+01  5.4169893e+00 -1.5863612e+01 -4.1076595e+01
 -1.1774007e+00 -5.5395184e+00 -2.1109762e+01 -4.2417727e+00
 -1.4458252e+01 -1.6749542e+01 -2.7609799e+00 -1.6528717e+01
 -1.5942317e+01 -4.8741202e+00 -1.5847276e+01 -9.4796505e+00
 -9.5815969e-01 -1.3611473e+01 -6.6782293e+00  3.1826105e+00
 -5.7076893e+00 -2.0621104e+00  3.1340756e+00 -3.1075892e+00
 -3.9072256e+00 -6.2295666e+00 -6.5577755e+00 -1.9981016e-01
 -3.0655017e+00 -2.9288867e+00  5.3960166e+00  5.1941643e+00]",Number_7
"[-369.81488    144.98526    -78.50628     13.770427    30.76454
  -37.074295   -16.497334   -34.66591    -44.739376     6.0451274
  -18.816393   -41.6418       5.2770085   -0.6234725  -22.206509
   -3.091802    -9.000924   -14.835751    -6.678722   -18.791462
  -12.205166    -1.2367224  -15.241816    -7.8051558   -1.1127917
  -17.898382    -8.820017     1.2152934  -11.612158    -3.8877013
    6.3383665   -2.447006    -2.774306    -2.694246    -6.466472
   -2.6880875   -5.9882946   -8.763411    -2.6885643   -4.0287724]",Number_7
"[-372.91837    146.69498    -69.85642     11.401189    25.43577
  -33.964443   -14.3439     -38.74329    -47.15736      8.328891
  -17.365685   -45.036953     1.9867331    2.0187235  -18.983103
   -5.157351   -13.066689   -18.37506     -7.8694534  -15.3479
  -10.447909    -5.21006    -17.768005    -7.230877    -2.0131133
  -18.805952    -7.430944     5.4589553   -5.3041935   -1.8697122
    2.4967403   -4.9142947   -2.6615756   -3.891304    -8.431811
   -4.2203674   -7.254377    -9.544415    -1.3315994    2.8728497]",Number_7
"[-3.6822998e+02  1.3359286e+02 -7.0856575e+01  1.2988676e+01
  2.6836628e+01 -3.6230919e+01 -1.7137720e+01 -3.4305122e+01
 -4.3895863e+01  4.7592320e+00 -1.6998499e+01 -4.0841000e+01
  1.4796191e+00 -2.7092701e-01 -1.9643978e+01 -5.8286824e+00
 -1.2707728e+01 -1.6001621e+01 -5.8170004e+00 -1.7166153e+01
 -1.4149999e+01 -3.9376433e+00 -1.3683280e+01 -6.2494740e+00
 -9.9604450e-02 -1.4510081e+01 -6.1668816e+00  4.6350451e+00
 -5.9746618e+00 -3.2307456e+00  2.9725652e+00 -2.7704074e+00
 -3.2020149e+00 -5.7455378e+00 -7.2789168e+00 -7.2588146e-01
 -4.4379716e+00 -7.2960052e+00  1.9166429e+00  5.2735095e+00]",Number_7
"[-3.5911691e+02  1.4598140e+02 -8.0804558e+01  1.2093235e+01
  2.9853239e+01 -3.7545635e+01 -1.6434788e+01 -3.8214493e+01
 -5.1320152e+01  6.1509252e+00 -1.2405091e+01 -4.1468651e+01
 -4.5847770e-02 -1.5924697e-01 -1.8042877e+01 -3.7449529e+00
 -1.3525043e+01 -1.7364931e+01 -3.8209138e+00 -1.4771721e+01
 -1.4092321e+01 -5.6749282e+00 -1.6840059e+01 -8.8492556e+00
 -4.7997248e-01 -1.5026728e+01 -8.2476549e+00  3.9578238e+00
 -4.8233399e+00 -4.2594709e+00  2.8782564e-01 -3.1276531e+00
 -2.4137647e+00 -6.0500932e+00 -7.8767877e+00 -1.9510515e+00
 -6.1370311e+00 -8.8483219e+00 -1.7482449e+00  1.2093067e-01]",Number_7
"[-3.4370401e+02  2.2094336e+02 -3.2863270e+01  1.3418380e+01
  3.0586571e+01 -3.2311329e+01 -2.1741688e+01 -1.7105583e+01
 -2.1013962e+01  1.0516878e+01  5.9827833e+00 -1.0668582e+01
 -3.9648461e+00 -7.6854811e+00 -5.0763480e-02  2.7273562e+00
 -2.1995195e+01 -1.3954118e+01  4.9514632e+00 -1.1499247e+01
 -1.0672844e+01  4.5316690e-01 -1.2776971e+01 -1.1232781e+01
 -1.4938194e+00 -9.1366043e+00 -8.6206608e+00 -5.0193634e+00
 -7.7822428e+00 -2.1035337e+00 -1.6306858e-01 -3.0011797e+00
 -5.0088859e-01 -5.1767883e+00 -9.0549030e+00 -3.7563229e+00
 -3.7794816e+00 -2.8738861e+00  5.1137495e-01 -5.2331848e+00]",Number_7
"[-3.62418152e+02  2.03724655e+02 -3.95405960e+01  1.72526684e+01
  2.60502148e+01 -3.51394577e+01 -1.36863565e+01 -1.14285545e+01
 -1.85285110e+01  1.32961016e+01  4.58677483e+00 -1.13196535e+01
 -2.27369785e+00 -7.82762575e+00  1.46251822e+00  4.42177725e+00
 -2.19252834e+01 -9.59833813e+00  8.52152157e+00 -1.28709574e+01
 -1.04179573e+01  8.44035029e-01 -1.38011999e+01 -8.45450211e+00
  1.29200351e+00 -9.61559296e+00 -8.45283318e+00 -5.64146185e+00
 -9.88722038e+00 -2.82405210e+00 -9.90091443e-01 -3.54255676e+00
  1.23841226e+00 -2.98947191e+00 -7.24212074e+00 -2.95105171e+00
 -4.96305084e+00 -4.16458178e+00 -2.36133531e-01 -5.21262741e+00]",Number_7
"[-3.8217712e+02  2.0926187e+02 -4.1635044e+01  1.2048339e+01
  2.5041874e+01 -3.7549202e+01 -2.1925381e+01 -1.9697073e+01
 -2.6267605e+01  4.5072522e+00 -2.4399233e+00 -1.5727221e+01
 -3.4962571e+00 -5.9025126e+00 -1.0422597e+00 -4.2804441e+00
 -2.5241943e+01 -8.7271852e+00  3.4615803e+00 -1.6232239e+01
 -6.0745859e+00  1.6171261e+00 -1.7375111e+01 -9.0284710e+00
 -1.9552071e+00 -1.6325876e+01 -8.8993568e+00 -3.0326045e-01
 -6.6584625e+00 -4.7760625e+00 -5.8183465e+00 -5.3984289e+00
  3.3192418e+00 -9.6974927e-01 -3.7617297e+00  2.6384175e+00
 -2.0618434e+00 -3.7214622e+00  5.6432724e-01 -5.0650592e+00]",Number_7
"[-4.0136591e+02  2.3167635e+02 -4.3745926e+01  1.5264757e+01
  1.7121006e+01 -4.7400772e+01 -1.6012440e+01 -1.7139162e+01
 -3.1952593e+01  3.1146305e+00  1.7864643e-01 -9.5895243e+00
 -4.6055641e+00 -1.7235497e+01 -9.0789819e-01  7.9070611e+00
 -1.9102598e+01 -6.4482541e+00  4.7520447e+00 -1.7553957e+01
 -5.4040585e+00  1.0671966e+00 -1.8670908e+01 -4.9602761e+00
  1.7550079e+00 -1.4903667e+01 -8.4830809e+00 -6.0851297e+00
 -1.1238524e+01 -2.6477592e+00 -6.3817592e+00 -7.8326306e+00
  1.2546932e+00 -6.8879948e+00 -6.6133323e+00  3.4339705e+00
 -5.5682812e+00 -5.0815601e+00  3.5661306e+00 -5.0340939e+00]",Number_7
"[-3.3203751e+02  2.0765605e+02 -2.2782673e+01  1.0124071e+01
  2.0057613e+01 -3.4779491e+01 -2.1161331e+01 -1.7203959e+01
 -1.9722305e+01  9.3382158e+00  4.8856592e+00 -9.9319811e+00
 -7.0498629e+00 -1.1050764e+01  1.4788892e+00  2.6543155e+00
 -2.4071293e+01 -1.2101701e+01  6.1055717e+00 -1.3168678e+01
 -1.1060503e+01 -1.2443268e+00 -1.6488615e+01 -1.3125850e+01
 -3.4431980e+00 -1.1250498e+01 -8.1735363e+00 -4.6084061e+00
 -8.1642551e+00 -1.4752060e+00 -9.4465256e-01 -4.7033567e+00
 -3.0216214e-01 -4.9721432e+00 -9.4153614e+00 -3.9445236e+00
 -5.8665018e+00 -5.8972607e+00 -5.1759565e-01 -4.5196567e+00]",Number_7
"[-324.635       204.25627     -35.312786      9.285645     19.281147
  -45.386734    -23.43349     -13.211447    -30.017796     -5.0175095
    3.1945837   -10.517251    -11.834075    -10.67428       1.6686115
    0.4833613   -18.95296      -8.5607815    -0.8001792   -15.655914
   -5.6313295    -0.692993    -18.340832    -10.546344     -0.34334636
  -10.741816    -10.789535     -8.244828     -8.97267      -2.153088
   -3.4911263    -7.201968     -4.423289     -7.116388     -4.4967365
    0.41995868   -6.222906     -5.645443     -1.3544022    -8.125486  ]",Number_7
"[-3.22806458e+02  1.92426804e+02 -1.90432472e+01  1.11720161e+01
  1.39741459e+01 -4.22916756e+01 -2.13631992e+01 -1.21828785e+01
 -2.49489574e+01 -6.08014107e-01  1.60313177e+00 -1.66592770e+01
 -1.29251328e+01 -5.32280731e+00  1.69885910e+00 -3.58703756e+00
 -1.83342323e+01 -7.67826986e+00 -1.06826448e+00 -1.46094952e+01
 -9.13514519e+00 -5.89585972e+00 -1.64398975e+01 -6.97427130e+00
 -1.94179559e+00 -1.34333858e+01 -1.09532013e+01 -7.00322628e+00
 -7.52559853e+00 -1.89614308e+00 -5.91987181e+00 -9.67158318e+00
 -2.74259710e+00 -4.61906672e+00 -5.63828707e+00 -2.65657343e-02
 -3.75478840e+00 -4.43698120e+00 -1.67965484e+00 -8.32287312e+00]",Number_7
"[-3.06654144e+02  2.12393539e+02 -3.81747971e+01  5.90007591e+00
  1.39755125e+01 -4.28040810e+01 -1.57103510e+01 -1.47856903e+01
 -3.18943863e+01 -3.48096943e+00 -1.60101545e+00 -1.41726694e+01
 -1.16218090e+01 -1.25623932e+01  4.89724922e+00  5.33810472e+00
 -2.06531448e+01 -7.58120918e+00  2.60913754e+00 -1.64142284e+01
 -5.30324221e+00 -5.15330672e-01 -2.06560860e+01 -1.05314913e+01
 -1.60501793e-01 -9.55187702e+00 -6.52193403e+00 -8.77340889e+00
 -1.17908878e+01 -2.69355464e+00 -9.62435341e+00 -1.24970856e+01
  3.19493294e-01 -3.78451109e+00 -5.55430269e+00  2.12125587e+00
 -6.10207701e+00 -6.96524239e+00 -1.00459598e-01 -9.33356094e+00]",Number_7
"[-3.1566345e+02  2.1668709e+02 -3.8796513e+01  8.8158169e+00
  1.3374377e+01 -4.7711308e+01 -1.3927596e+01 -8.8286581e+00
 -2.9201391e+01 -2.4096012e+00 -1.5463517e+00 -1.3657866e+01
 -7.6728468e+00 -9.9429445e+00  3.3964820e+00  3.9568493e+00
 -2.1944868e+01 -9.3879538e+00  1.9444799e+00 -1.8544817e+01
 -7.9073439e+00  1.4312135e+00 -1.6741907e+01 -8.7986870e+00
 -6.9467747e-01 -1.2823316e+01 -8.9932480e+00 -6.5600944e+00
 -8.7307644e+00 -1.6409008e-02 -4.9252443e+00 -1.0625067e+01
 -3.8957684e+00 -9.0121660e+00 -9.1441164e+00 -3.5423917e-01
 -6.6137605e+00 -6.6678309e+00  3.8831747e-01 -6.2755523e+00]",Number_7
"[-3.2990121e+02  2.0436160e+02 -2.6990873e+01  9.1810513e+00
  9.9383411e+00 -4.6086330e+01 -1.4961747e+01 -7.6550894e+00
 -2.9435692e+01 -5.8435726e+00  1.9228394e+00 -1.1466269e+01
 -1.2627009e+01 -1.1374694e+01  2.7081048e+00  2.1378026e+00
 -1.7093269e+01 -5.8974361e+00 -3.1089044e-01 -1.7349476e+01
 -5.2177482e+00  1.8810356e+00 -1.6109617e+01 -9.6989450e+00
 -1.8986446e+00 -1.1989947e+01 -8.7998238e+00 -6.5060105e+00
 -9.4612579e+00 -3.3138881e+00 -6.3732262e+00 -1.0172197e+01
 -4.0958266e+00 -6.1278939e+00 -4.4734049e+00  8.9973539e-01
 -6.8741236e+00 -6.1032948e+00  1.4928406e+00 -4.7939858e+00]",Number_7
"[-3.1647830e+02  2.1298082e+02 -2.5490429e+01  1.0191998e+01
  1.3497055e+01 -4.6577095e+01 -1.9185524e+01 -1.2115121e+01
 -3.2957504e+01 -7.0923786e+00  2.4847085e+00 -1.1279599e+01
 -1.3598088e+01 -1.2242476e+01  3.2821906e+00  4.0775666e+00
 -1.6279793e+01 -7.2013855e+00 -1.8877119e+00 -1.8753532e+01
 -6.8400307e+00  7.9818344e-01 -1.6373709e+01 -9.3979225e+00
 -8.7769669e-01 -1.1380374e+01 -1.0223892e+01 -8.7410469e+00
 -9.7613325e+00 -2.6558657e+00 -7.7976804e+00 -1.2510246e+01
 -5.3373628e+00 -7.7462234e+00 -5.9392939e+00  2.1458406e+00
 -5.0132818e+00 -6.4321475e+00  1.9971508e-01 -6.6633487e+00]",Number_7
"[-3.2928244e+02  1.8965897e+02 -1.5604556e+01  9.9435444e+00
  1.8752792e+01 -3.5824932e+01 -2.2066870e+01 -9.9270506e+00
 -2.5276297e+01 -1.1020253e+01  1.0654257e-01 -6.3713264e+00
 -1.0577443e+01 -1.0811220e+01  1.7121745e+00  2.3609302e+00
 -1.5829073e+01 -1.0756015e+01 -1.8219861e+00 -1.2650447e+01
 -8.4016142e+00 -1.5168045e+00 -1.1383092e+01 -8.9702625e+00
 -2.3788075e+00 -7.9336877e+00 -9.4269695e+00 -9.6974392e+00
 -9.2737923e+00 -2.3940094e+00 -3.6047606e+00 -7.8808804e+00
 -4.7902703e+00 -4.5357833e+00 -3.0531826e+00  2.8917667e-01
 -3.1519864e+00 -2.3130848e+00  3.2836837e-01 -5.5073090e+00]",Number_7
"[-3.5501581e+02  2.3557745e+02 -3.2439232e+01  1.0629101e+01
  2.6584721e+01 -3.4573421e+01 -1.9896065e+01 -1.3952905e+01
 -2.0673063e+01  1.1476287e+01  8.8709888e+00 -1.3152983e+01
 -1.1939468e+01 -1.0518141e+01  3.9807937e+00  6.1353221e+00
 -2.0404938e+01 -1.3598122e+01  3.3650482e+00 -1.1626360e+01
 -1.0869866e+01 -2.1930773e+00 -1.3110970e+01 -1.0767354e+01
 -4.7524300e+00 -1.0050878e+01 -5.9498425e+00 -4.7422309e+00
 -7.7210450e+00 -3.5107693e-01 -1.2559882e-01 -3.4286454e+00
  6.4621407e-01 -3.0064824e+00 -5.5222740e+00 -2.6303372e-01
 -1.8441695e+00 -3.1319752e+00 -2.4316778e+00 -7.2658181e+00]",Number_7
"[-3.34806580e+02  2.02792908e+02 -1.78505478e+01  1.50397816e+01
  8.69567299e+00 -4.03407898e+01 -1.21311493e+01 -1.73789368e+01
 -3.25182571e+01  1.13988328e+00  3.25606847e+00 -1.14034700e+01
 -1.04007864e+01 -1.28492451e+01  5.51113033e+00  8.19677353e+00
 -2.08999958e+01 -1.00600891e+01  5.42284775e+00 -1.55521069e+01
 -1.01948605e+01  5.90235531e-01 -1.65776062e+01 -1.19640665e+01
 -8.69098306e-01 -1.08631458e+01 -1.03627729e+01 -5.80383158e+00
 -8.20181274e+00 -5.32371044e+00 -6.95719528e+00 -7.78937912e+00
 -3.73671913e+00 -7.81587362e+00 -6.08093739e+00 -6.95934117e-01
 -7.51587582e+00 -6.62291336e+00 -1.46449402e-01 -4.99782753e+00]",Number_7
"[-354.4231      192.04556     -30.55005      15.633046      9.529014
  -42.373898     -8.570705    -12.189803    -27.7194        4.082759
   -0.7149325   -14.941231     -7.3265347    -9.675837      6.0086894
    7.6316175   -21.2894       -8.188004      5.9897084   -18.518808
  -12.657335     -0.93115103  -16.64864     -10.475225     -2.154076
  -11.478501     -6.025099     -3.817125     -9.245802     -3.305676
   -5.7781577    -8.509629     -0.75365674   -4.439612     -6.270285
   -0.7467028    -5.9263105    -4.7463217     1.2563785    -5.299592  ]",Number_7
"[-355.1552      212.05196     -22.141476      7.268628      5.165836
  -35.5968       -4.2269793   -12.775766    -30.04425       1.2658998
   -1.4504154   -15.009094     -7.9990034    -8.004169      6.509471
    5.2210355   -19.651945     -3.4561546     6.0046706   -19.588482
   -9.429517      1.8769922   -17.460766    -11.598761     -2.3520088
  -12.03113      -7.244975     -6.081603    -11.489988     -3.1356425
   -4.8819633   -10.576143     -4.3676844    -6.2291794    -6.2640195
   -0.56290585   -7.1512156    -8.069376     -1.590748     -5.481192  ]",Number_7
"[-3.78164917e+02  1.88588608e+02 -3.68279037e+01  1.98617821e+01
  2.09042740e+01 -3.76215096e+01 -1.01244974e+01 -8.39986706e+00
 -1.64002380e+01  1.22761202e+01 -2.78135121e-01 -1.23669577e+01
 -1.96853906e-01 -7.96817017e+00  1.86760986e+00  5.01083946e+00
 -2.25886841e+01 -9.52070713e+00  6.45239210e+00 -1.55235014e+01
 -8.07958698e+00  2.26062632e+00 -1.53724031e+01 -6.99494457e+00
  2.11212301e+00 -1.10117235e+01 -6.08995056e+00 -2.63984752e+00
 -9.30500031e+00 -8.70221794e-01  4.14776266e-01 -4.94283819e+00
 -1.24359712e-01 -3.97977567e+00 -7.73971844e+00 -2.23826194e+00
 -4.44077492e+00 -3.90220714e+00 -2.77494729e-01 -6.36379766e+00]",Number_7
"[-313.67477     210.89671     -27.538227     14.59383      10.166534
  -47.80203     -13.095172    -13.027926    -31.779245      2.3842144
    3.4609797   -16.315907    -11.669522     -7.2079763     6.546138
    3.3598444   -19.208603     -4.940703      2.1108189   -17.457367
   -5.1739106    -1.3566395   -21.895094     -9.92178      -0.6758496
  -14.4417095    -9.751632     -5.733639     -9.543086     -3.1937823
   -6.3128867    -9.469815     -3.3818476    -8.540317     -8.1902685
   -1.2176872    -8.835382     -8.365461      0.79103106   -3.7070806 ]",Number_7
"[-3.4084021e+02  1.9786098e+02 -3.7313423e+01  1.1104777e+01
  1.2839745e+01 -4.1682270e+01 -1.0576370e+01 -1.2424824e+01
 -3.3073063e+01 -3.5759132e+00  1.2643445e+00 -1.0538470e+01
 -1.1452295e+01 -1.4314781e+01  4.7862735e+00  5.0767417e+00
 -2.1099525e+01 -6.6975236e+00  2.1312959e+00 -1.8966848e+01
 -5.7570901e+00  1.3119390e+00 -1.8840460e+01 -9.7243471e+00
 -2.3654501e+00 -1.3298546e+01 -6.8848782e+00 -6.9484639e+00
 -1.1422191e+01 -8.9516205e-01 -5.0524268e+00 -1.0738467e+01
 -2.0835578e+00 -5.1328330e+00 -4.0524106e+00  4.4059148e+00
 -4.3594189e+00 -6.5264106e+00  2.1841685e-01 -6.4923987e+00]",Number_7
"[-3.38428650e+02  1.93014648e+02 -3.96165352e+01  1.66705227e+01
  1.06330662e+01 -4.67441940e+01 -7.03240538e+00 -1.22594709e+01
 -3.67598534e+01 -2.81665182e+00 -1.06404506e-01 -1.16759872e+01
 -7.56493282e+00 -1.57438602e+01 -2.31708616e-01  6.57735491e+00
 -1.89001312e+01 -9.06588268e+00 -6.83361948e-01 -2.00049763e+01
 -4.14477301e+00  3.69722342e+00 -1.85956326e+01 -9.41718006e+00
 -1.68190837e+00 -1.34216719e+01 -5.61440897e+00 -6.58009911e+00
 -1.43547392e+01 -2.35744977e+00 -4.36927700e+00 -1.14436197e+01
 -2.39863467e+00 -4.15860844e+00 -4.90574074e+00  1.95378625e+00
 -5.68445587e+00 -6.45486879e+00  5.08351624e-01 -6.33088017e+00]",Number_7
"[-3.41989868e+02  2.01054153e+02 -5.14949684e+01  1.74907513e+01
  1.38201685e+01 -4.99675064e+01 -7.45200205e+00 -1.06687288e+01
 -3.42234421e+01 -9.83918905e-01 -2.90829992e+00 -1.05084839e+01
 -2.69655132e+00 -1.67422047e+01 -1.96630776e-01  9.79733467e+00
 -2.14071178e+01 -1.06670809e+01  2.45111489e+00 -1.97011967e+01
 -4.87001085e+00  4.52964211e+00 -1.85714493e+01 -8.18304443e+00
 -6.34784639e-01 -1.49913845e+01 -6.23607492e+00 -5.90993500e+00
 -1.33275642e+01 -1.31550640e-01 -4.07301569e+00 -1.31192656e+01
 -3.12292409e+00 -5.55173922e+00 -5.32760191e+00  5.16161919e+00
 -3.35592175e+00 -6.60791922e+00  9.18526232e-01 -6.20178413e+00]",Number_7
"[-328.30426     207.76054     -34.84505      15.364784     16.273766
  -42.60908     -13.385739    -15.449135    -32.38074      -0.9156691
   -1.3093557   -12.148117     -7.667685    -14.167079      2.6652577
    6.998857    -21.745014    -10.7552805     1.7625084   -17.702877
   -6.0817037     1.2451013   -18.345572     -8.549462     -2.1097605
  -15.299487     -6.8345957    -4.994638    -12.083748     -2.0877807
   -5.8166566   -13.106653     -2.124742     -2.6191244    -4.440267
    2.8535717    -3.9781952    -6.824584     -0.79196376   -6.1458836 ]",Number_7
"[-341.55023     206.69678     -35.758465     17.60047      20.607723
  -43.517014    -14.400438    -11.0043545   -28.433706     -0.5239362
   -0.519862    -12.938339    -10.124766    -14.551364      2.3275092
    4.7717094   -22.189825     -9.790134      0.64800406  -19.253433
   -6.6872506     0.630962    -18.349133     -7.415797     -0.91492236
  -14.949532     -7.4997854    -5.172661    -10.963928     -0.510116
   -2.9921708    -9.495859     -1.190401     -3.9474378    -4.7225924
    3.2122083    -3.8672786    -5.774243      0.36425728   -7.2727394 ]",Number_7
